movieId,title,year,genres,(NO GENRES LISTED),ACTION,ADVENTURE,ANIMATION,CHILDREN,COMEDY,CRIME,DOCUMENTARY,DRAMA,FANTASY,FILM-NOIR,HORROR,IMAX,MUSICAL,MYSTERY,ROMANCE,SCI-FI,THRILLER,WAR,WESTERN
1682,"TRUMAN SHOW, THE (1998)",1998,COMEDY|DRAMA|SCI-FI,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1683,"WINGS OF THE DOVE, THE (1997)",1997,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1684,MRS. DALLOWAY (1997),1997,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1685,"I LOVE YOU, I LOVE YOU NOT (1996)",1996,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1686,RED CORNER (1997),1997,CRIME|THRILLER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1687,"JACKAL, THE (1997)",1997,ACTION|THRILLER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1688,ANASTASIA (1997),1997,ADVENTURE|ANIMATION|CHILDREN|DRAMA|MUSICAL,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1689,"MAN WHO KNEW TOO LITTLE, THE (1997)",1997,COMEDY|CRIME|THRILLER,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1690,ALIEN: RESURRECTION (1997),1997,ACTION|HORROR|SCI-FI,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1693,AMISTAD (1997),1997,DRAMA|MYSTERY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1694,"APOSTLE, THE (1997)",1997,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1695,ARTEMISIA (1997),1997,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1696,BENT (1997),1997,DRAMA|WAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1699,"BUTCHER BOY, THE (1997)",1997,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1701,DECONSTRUCTING HARRY (1997),1997,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1702,FLUBBER (1997),1997,CHILDREN|COMEDY|FANTASY,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1703,FOR RICHER OR POORER (1997),1997,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,GOOD WILL HUNTING (1997),1997,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1707,HOME ALONE 3 (1997),1997,CHILDREN|COMEDY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,MIDNIGHT IN THE GARDEN OF GOOD AND EVIL (1997),1997,CRIME|DRAMA|MYSTERY,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1713,MOUSE HUNT (1997),1997,CHILDREN|COMEDY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,SCREAM 2 (1997),1997,COMEDY|HORROR|MYSTERY|THRILLER,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1718,STRANGER IN THE HOUSE (1997),1997,THRILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1719,"SWEET HEREAFTER, THE (1997)",1997,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1721,TITANIC (1997),1997,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1722,TOMORROW NEVER DIES (1997),1997,ACTION|ADVENTURE|THRILLER,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1726,"POSTMAN, THE (1997)",1997,ACTION|ADVENTURE|DRAMA|SCI-FI,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1727,"HORSE WHISPERER, THE (1998)",1998,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1729,JACKIE BROWN (1997),1997,CRIME|DRAMA|THRILLER,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1730,KUNDUN (1997),1997,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1731,MR. MAGOO (1997),1997,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,"BIG LEBOWSKI, THE (1998)",1998,COMEDY|CRIME,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,AFTERGLOW (1997),1997,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1734,MY LIFE IN PINK (MA VIE EN ROSE) (1997),1997,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1735,GREAT EXPECTATIONS (1998),1998,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1739,3 NINJAS: HIGH NOON ON MEGA MOUNTAIN (1998),1998,ACTION|CHILDREN|COMEDY,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,SENSELESS (1998),1998,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1747,WAG THE DOG (1997),1997,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,DARK CITY (1998),1998,ADVENTURE|FILM-NOIR|SCI-FI|THRILLER,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
1752,HARD RAIN (1998),1998,ACTION|CRIME|THRILLER,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1753,HALF BAKED (1998),1998,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1754,FALLEN (1998),1998,CRIME|DRAMA|FANTASY|THRILLER,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0
1755,SHOOTING FISH (1997),1997,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1757,FALLEN ANGELS (DUO LUO TIAN SHI) (1995),1995,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1759,"FOUR DAYS IN SEPTEMBER (O QUE É ISSO, COMPANHEIRO?) (1997)",1997,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1760,SPICE WORLD (1997),1997,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1762,DEEP RISING (1998),1998,ACTION|HORROR|SCI-FI,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1767,MUSIC FROM ANOTHER ROOM (1998),1998,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1769,"REPLACEMENT KILLERS, THE (1998)",1998,ACTION|CRIME|THRILLER,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1770,B. MONKEY (1998),1998,CRIME|ROMANCE|THRILLER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1771,NIGHT FLIER (1997),1997,HORROR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1772,BLUES BROTHERS 2000 (1998),1998,ACTION|COMEDY|MUSICAL,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1777,"WEDDING SINGER, THE (1998)",1998,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1779,SPHERE (1998),1998,SCI-FI|THRILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1783,PALMETTO (1998),1998,CRIME|DRAMA|MYSTERY|ROMANCE|THRILLER,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
1784,AS GOOD AS IT GETS (1997),1997,COMEDY|DRAMA|ROMANCE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1785,KING OF NEW YORK (1990),1990,CRIME|THRILLER,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1791,TWILIGHT (1998),1998,CRIME|DRAMA|THRILLER,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1792,U.S. MARSHALS (1998),1998,ACTION|CRIME|THRILLER,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1793,WELCOME TO WOOP-WOOP (1997),1997,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,LOVE AND DEATH ON LONG ISLAND (1997),1997,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1797,EVEREST (1998),1998,DOCUMENTARY|IMAX,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1798,HUSH (1998),1998,THRILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1799,SUICIDE KINGS (1997),1997,COMEDY|CRIME|DRAMA|MYSTERY|THRILLER,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1801,"MAN IN THE IRON MASK, THE (1998)",1998,ACTION|ADVENTURE|DRAMA,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1804,"NEWTON BOYS, THE (1998)",1998,CRIME|DRAMA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1805,WILD THINGS (1998),1998,CRIME|DRAMA|MYSTERY|THRILLER,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1806,PAULIE (1998),1998,ADVENTURE|CHILDREN|COMEDY,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1807,"COOL, DRY PLACE, A (1998)",1998,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1809,FIREWORKS (HANA-BI) (1997),1997,CRIME|DRAMA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1810,PRIMARY COLORS (1998),1998,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1812,WIDE AWAKE (1998),1998,CHILDREN|COMEDY|DRAMA,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1816,TWO GIRLS AND A GUY (1997),1997,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1821,"OBJECT OF MY AFFECTION, THE (1998)",1998,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1824,HOMEGROWN (1998),1998,COMEDY|THRILLER,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1825,THE PLAYERS CLUB (1998),1998,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1826,BARNEY'S GREAT ADVENTURE (1998),1998,ADVENTURE|CHILDREN,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1827,"BIG ONE, THE (1997)",1997,COMEDY|DOCUMENTARY,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1829,CHINESE BOX (1997),1997,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1831,LOST IN SPACE (1998),1998,ACTION|ADVENTURE|SCI-FI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1833,MERCURY RISING (1998),1998,ACTION|DRAMA|THRILLER,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1834,"SPANISH PRISONER, THE (1997)",1997,CRIME|DRAMA|MYSTERY|THRILLER,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1835,CITY OF ANGELS (1998),1998,DRAMA|FANTASY|ROMANCE,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1836,"LAST DAYS OF DISCO, THE (1998)",1998,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1837,"ODD COUPLE II, THE (1998)",1998,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,MY GIANT (1998),1998,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,HE GOT GAME (1998),1998,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1841,"GINGERBREAD MAN, THE (1998)",1998,DRAMA|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1844,LIVE FLESH (CARNE TRÉMULA) (1997),1997,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1845,ZERO EFFECT (1998),1998,COMEDY|MYSTERY|THRILLER,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1848,"BORROWERS, THE (1997)",1997,ADVENTURE|CHILDREN|COMEDY|FANTASY,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1855,KRIPPENDORF'S TRIBE (1998),1998,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,KURT & COURTNEY (1998),1998,DOCUMENTARY,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1857,"REAL BLONDE, THE (1997)",1997,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1858,MR. NICE GUY (YAT GOH HO YAN) (1997),1997,ACTION|COMEDY,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,TASTE OF CHERRY (TA'M E GUILASS) (1997),1997,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1860,CHARACTER (KARAKTER) (1997),1997,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1862,SPECIES II (1998),1998,HORROR|SCI-FI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1863,MAJOR LEAGUE: BACK TO THE MINORS (1998),1998,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,"BIG HIT, THE (1998)",1998,ACTION|COMEDY|CRIME,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,TARZAN AND THE LOST CITY (1998),1998,ACTION|ADVENTURE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,"DANCER, TEXAS POP. 81 (1998)",1998,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1873,"MISÉRABLES, LES (1998)",1998,CRIME|DRAMA|ROMANCE|WAR,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1875,CLOCKWATCHERS (1997),1997,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,DEEP IMPACT (1998),1998,DRAMA|SCI-FI|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1881,QUEST FOR CAMELOT (1998),1998,ADVENTURE|ANIMATION|CHILDREN|FANTASY|MUSICAL,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1882,GODZILLA (1998),1998,ACTION|SCI-FI|THRILLER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1883,BULWORTH (1998),1998,COMEDY|DRAMA|ROMANCE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1884,FEAR AND LOATHING IN LAS VEGAS (1998),1998,ADVENTURE|COMEDY|DRAMA,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1885,"OPPOSITE OF SEX, THE (1998)",1998,COMEDY|DRAMA|ROMANCE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1887,ALMOST HEROES (1998),1998,ADVENTURE|COMEDY|WESTERN,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1888,HOPE FLOATS (1998),1998,COMEDY|DRAMA|ROMANCE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1889,INSOMNIA (1997),1997,DRAMA|MYSTERY|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1891,"UGLY, THE (1997)",1997,HORROR|THRILLER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1892,"PERFECT MURDER, A (1998)",1998,THRILLER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1893,BEYOND SILENCE (JENSEITS DER STILLE) (1996),1996,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1894,SIX DAYS SEVEN NIGHTS (1998),1998,ADVENTURE|COMEDY|ROMANCE,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1895,CAN'T HARDLY WAIT (1998),1998,COMEDY|DRAMA|ROMANCE,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1897,HIGH ART (1998),1998,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1900,"CHILDREN OF HEAVEN, THE (BACHEHA-YE ASEMAN) (1997)",1997,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1902,DREAM FOR AN INSOMNIAC (1996),1996,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1904,HENRY FOOL (1997),1997,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1906,MR. JEALOUSY (1997),1997,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1907,MULAN (1998),1998,ADVENTURE|ANIMATION|CHILDREN|COMEDY|DRAMA|MUSICAL|ROMANCE,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1909,"X-FILES: FIGHT THE FUTURE, THE (1998)",1998,ACTION|CRIME|MYSTERY|SCI-FI|THRILLER,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
1910,I WENT DOWN (1997),1997,COMEDY|CRIME|DRAMA,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1911,DR. DOLITTLE (1998),1998,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,OUT OF SIGHT (1998),1998,COMEDY|CRIME|DRAMA|ROMANCE|THRILLER,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0
1913,PICNIC AT HANGING ROCK (1975),1975,DRAMA|MYSTERY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1914,SMOKE SIGNALS (1998),1998,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1916,BUFFALO '66 (A.K.A. BUFFALO 66) (1998),1998,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1917,ARMAGEDDON (1998),1998,ACTION|ROMANCE|SCI-FI|THRILLER,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1918,LETHAL WEAPON 4 (1998),1998,ACTION|COMEDY|CRIME|THRILLER,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1919,MADELINE (1998),1998,CHILDREN|COMEDY,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,SMALL SOLDIERS (1998),1998,ANIMATION|CHILDREN|FANTASY|WAR,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1921,PI (1998),1998,DRAMA|SCI-FI|THRILLER,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1922,WHATEVER (1998),1998,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1923,THERE'S SOMETHING ABOUT MARY (1998),1998,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1924,PLAN 9 FROM OUTER SPACE (1959),1959,HORROR|SCI-FI,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1926,"BROADWAY MELODY, THE (1929)",1929,MUSICAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1927,ALL QUIET ON THE WESTERN FRONT (1930),1930,ACTION|DRAMA|WAR,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1928,CIMARRON (1931),1931,DRAMA|WESTERN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1929,GRAND HOTEL (1932),1932,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1931,MUTINY ON THE BOUNTY (1935),1935,ADVENTURE|DRAMA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1932,"GREAT ZIEGFELD, THE (1936)",1936,DRAMA|MUSICAL,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1933,"LIFE OF EMILE ZOLA, THE (1937)",1937,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1934,YOU CAN'T TAKE IT WITH YOU (1938),1938,COMEDY|ROMANCE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1936,MRS. MINIVER (1942),1942,DRAMA|WAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1937,GOING MY WAY (1944),1944,COMEDY|DRAMA|MUSICAL,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1938,"LOST WEEKEND, THE (1945)",1945,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1939,"BEST YEARS OF OUR LIVES, THE (1946)",1946,DRAMA|WAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1940,GENTLEMAN'S AGREEMENT (1947),1947,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1941,HAMLET (1948),1948,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1942,ALL THE KING'S MEN (1949),1949,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1944,FROM HERE TO ETERNITY (1953),1953,DRAMA|ROMANCE|WAR,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1945,ON THE WATERFRONT (1954),1954,CRIME|DRAMA,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1946,MARTY (1955),1955,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1947,WEST SIDE STORY (1961),1961,DRAMA|MUSICAL|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1948,TOM JONES (1963),1963,ADVENTURE|COMEDY|ROMANCE,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1949,"MAN FOR ALL SEASONS, A (1966)",1966,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1950,IN THE HEAT OF THE NIGHT (1967),1967,DRAMA|MYSTERY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1951,OLIVER! (1968),1968,DRAMA|MUSICAL,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1952,MIDNIGHT COWBOY (1969),1969,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1953,"FRENCH CONNECTION, THE (1971)",1971,ACTION|CRIME|THRILLER,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1954,ROCKY (1976),1976,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1955,KRAMER VS. KRAMER (1979),1979,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1956,ORDINARY PEOPLE (1980),1980,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1957,CHARIOTS OF FIRE (1981),1981,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1958,TERMS OF ENDEARMENT (1983),1983,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1959,OUT OF AFRICA (1985),1985,DRAMA|ROMANCE,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1960,"LAST EMPEROR, THE (1987)",1987,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1961,RAIN MAN (1988),1988,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1962,DRIVING MISS DAISY (1989),1989,DRAMA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1963,TAKE THE MONEY AND RUN (1969),1969,COMEDY|CRIME,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,KLUTE (1971),1971,DRAMA|MYSTERY,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1965,REPO MAN (1984),1984,COMEDY|SCI-FI,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1966,METROPOLITAN (1990),1990,COMEDY,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,LABYRINTH (1986),1986,ADVENTURE|FANTASY|MUSICAL,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1968,"BREAKFAST CLUB, THE (1985)",1985,COMEDY|DRAMA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1969,"NIGHTMARE ON ELM STREET 2: FREDDY'S REVENGE, A (1985)",1985,HORROR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1970,"NIGHTMARE ON ELM STREET 3: DREAM WARRIORS, A (1987)",1987,HORROR|THRILLER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
